"2350 Finch Avenue West ,  TORONTO ,  Ontario, Canada"
"Victoria Park Armoury ,  LINDSAY ,  Ontario, Canada"
"Victoria Place Club House ,  BOBCAYGEON ,  Ontario, Canada"
"Village Housing ,  LINDSAY ,  Ontario, Canada"
"West Guilford Recreation Centre ,  WEST GUILFORD ,  Ontario, Canada"
"Wilfrid Community Centre ,  WILFRID ,  Ontario, Canada"
"Wilson Park Community Centre ,  WOODVIEW ,  Ontario, Canada"
"Woodville Community Centre ,  WOODVILLE ,  Ontario, Canada"
"Zion United Church ,  CARNARVON ,  Ontario, Canada"
"Army, Navy and Air Force Building ,  SIMCOE ,  Ontario, Canada"
"Boston Public School ,  WATERFORD ,  Ontario, Canada"
"Caledonia Old Arena ,  CALEDONIA ,  Ontario, Canada"
"Calvary Penecostal Church (Main Entrance) ,  SIMCOE ,  Ontario, Canada"
"Calvary Pentecostal Church (Gym) ,  SIMCOE ,  Ontario, Canada"
"Canborough Community Centre ,  CANFIELD ,  Ontario, Canada"
"Cayuga Kinsmen Community Centre ,  CAYUGA ,  Ontario, Canada"
"Cedarwood Village Long Term Care ,  SIMCOE ,  Ontario, Canada"
"Courtland Community Centre ,  COURTLAND ,  Ontario, Canada"
"Delhi District Secondary School ,  DELHI ,  Ontario, Canada"
"Delhi Public School ,  DELHI ,  Ontario, Canada"
"Delrose Retirement Residence ,  DELHI ,  Ontario, Canada"
"Doverwood Public School ,  PORT DOVER ,  Ontario, Canada"
"Dunnville Canadian Reformed Church ,  DUNNVILLE ,  Ontario, Canada"
"Fairview Avenue Public School ,  DUNNVILLE ,  Ontario, Canada"
"Fisherville Lions Community Centre ,  FISHERVILLE ,  Ontario, Canada"
"Grandview Lodge - Gathering Room ,  DUNNVILLE ,  Ontario, Canada"
"Grandview Lodge - Gym ,  DUNNVILLE ,  Ontario, Canada"
"Hagersville Arena - Almas Room ,  HAGERSVILLE ,  Ontario, Canada"
"Haldimand County Caledonia Centre-Remax ,  CALEDONIA ,  Ontario, Canada"
"Holy Trinity Catholic High School ,  SIMCOE ,  Ontario, Canada"
"Houghton Public School ,  LANGTON ,  Ontario, Canada"
"Immanuel Christian Reformed Church ,  SIMCOE ,  Ontario, Canada"
"Jarvis Lions Community Centre ,  JARVIS ,  Ontario, Canada"
"Langton Community Centre ,  LANGTON ,  Ontario, Canada"
"Leisure Living Retirement ,  JARVIS ,  Ontario, Canada"
"Lowbanks Community Centre ,  LOWBANKS ,  Ontario, Canada"
"Lynndale Heights Public School ,  SIMCOE ,  Ontario, Canada"
"Maple Lodge ,  SIMCOE ,  Ontario, Canada"
"Norfolk Hospital and Nursing Home ,  SIMCOE ,  Ontario, Canada"
"Norview Lodge - Gathering Room ,  SIMCOE ,  Ontario, Canada"
"Norview Lodge - Meeting Room ,  SIMCOE ,  Ontario, Canada"
"Notre Dame School ,  CALEDONIA ,  Ontario, Canada"
"Parkview Meadows Long Term Care & Assisted Living ,  TOWNSEND ,  Ontario, Canada"
"Parkview Meadows Village ,  TOWNSEND ,  Ontario, Canada"
"Port Dover Lions Community Centre ,  PORT DOVER ,  Ontario, Canada"
"Port Rowan Community Centre ,  PORT ROWAN ,  Ontario, Canada"
"Riviera Retirement Home ,  CALEDONIA ,  Ontario, Canada"
"Royal Canadian Legion Branch 123 ,  WATERFORD ,  Ontario, Canada"
"Royal Canadian Legion Branch 164 ,  HAGERSVILLE ,  Ontario, Canada"
"Selkirk Baptist Church ,  SELKIRK ,  Ontario, Canada"
"Seneca Central Public School ,  YORK ,  Ontario, Canada"
"Simcoe Composite School ,  SIMCOE ,  Ontario, Canada"
"Simcoe Heritage Retirement Home ,  SIMCOE ,  Ontario, Canada"
"South Cayuga Community Church ,  DUNNVILLE ,  Ontario, Canada"
"St. Frances Cabrini School ,  DELHI ,  Ontario, Canada"
"St. Joseph's School ,  SIMCOE ,  Ontario, Canada"
"St. Williams Community Centre ,  ST WILLIAMS ,  Ontario, Canada"
"Teeterville Public School ,  TEETERVILLE ,  Ontario, Canada"
"Vittoria and  Dist Community Centre ,  VITTORIA ,  Ontario, Canada"
"Waterford United Church ,  WATERFORD ,  Ontario, Canada"
"Best Western Royal Brock Hotel ,  GUELPH ,  Ontario, Canada"
"Bishop Macdonell Catholic High School ,  GUELPH ,  Ontario, Canada"
"Chartwell Select Wellington Park Terrace ,  GUELPH ,  Ontario, Canada"
"College Place Retirement Residence ,  GUELPH ,  Ontario, Canada"
"Dublin Street United Church ,  GUELPH ,  Ontario, Canada"
"Evergreen Seniors Centre ,  GUELPH ,  Ontario, Canada"
"First Baptist Church ,  GUELPH ,  Ontario, Canada"
"Fred A Hamilton Public School ,  GUELPH ,  Ontario, Canada"
"Gateway Public School ,  GUELPH ,  Ontario, Canada"
"Guelph Bible Chapel ,  GUELPH ,  Ontario, Canada"
"Guelph City Hall ,  GUELPH ,  Ontario, Canada"
"Guelph Lake Commons ,  GUELPH ,  Ontario, Canada"
"Guelph Little Theatre ,  GUELPH ,  Ontario, Canada"
"Harcourt Memorial United Church ,  GUELPH ,  Ontario, Canada"
"Heritage House ,  GUELPH ,  Ontario, Canada"
"Italian Canadian Club ,  GUELPH ,  Ontario, Canada"
"Jean Little Public School ,  GUELPH ,  Ontario, Canada"
"John McCrae Public School ,  GUELPH ,  Ontario, Canada"
"Ken Danby Public School ,  GUELPH ,  Ontario, Canada"
"Kortright Hills Public School ,  GUELPH ,  Ontario, Canada"
"Lapointe Fisher Nursing Home ,  GUELPH ,  Ontario, Canada"
"Laurine Avenue Public School ,  GUELPH ,  Ontario, Canada"
"Mary Phelan Catholic School ,  GUELPH ,  Ontario, Canada"
"Mitchell Woods Public School ,  GUELPH ,  Ontario, Canada"
"New Life Christian Reformed Church ,  GUELPH ,  Ontario, Canada"
"Ottawa Crescent Public School ,  GUELPH ,  Ontario, Canada"
"Our Lady of Lourdes Catholic High School ,  GUELPH ,  Ontario, Canada"
"Paisley Road Public School ,  GUELPH ,  Ontario, Canada"
"Parkview Church ,  GUELPH ,  Ontario, Canada"
"Parkview Condominiums ,  GUELPH ,  Ontario, Canada"
"Priory Park Public School ,  GUELPH ,  Ontario, Canada"
"Rickson Ridge Public School ,  GUELPH ,  Ontario, Canada"
"Salvation Army Citadel ,  GUELPH ,  Ontario, Canada"
"Shelldale Community Centre ,  GUELPH ,  Ontario, Canada"
"Sprucedales and  Pinedales Apartments ,  GUELPH ,  Ontario, Canada"
"St. Francis of Assisi ,  GUELPH ,  Ontario, Canada"
"St. Ignatius Catholic School ,  GUELPH ,  Ontario, Canada"
"St. James Catholic High School ,  GUELPH ,  Ontario, Canada"
"St. Joseph Catholic School ,  GUELPH ,  Ontario, Canada"
"St. Joseph's Health Centre ,  GUELPH ,  Ontario, Canada"
"St. Patrick Catholic School ,  GUELPH ,  Ontario, Canada"
"St. Paul Catholic School ,  GUELPH ,  Ontario, Canada"
"St. Paul's Lutheran Church ,  GUELPH ,  Ontario, Canada"
"Stone Lodge Retirement Home ,  GUELPH ,  Ontario, Canada"
"Taylor Evans Public School ,  GUELPH ,  Ontario, Canada"
"The Elliott Community ,  GUELPH ,  Ontario, Canada"
"The Royal Canadian Legion ,  GUELPH ,  Ontario, Canada"
"The Royal on Gordon Retirement Home ,  GUELPH ,  Ontario, Canada"
"Three Willows United Church ,  GUELPH ,  Ontario, Canada"
"Trinity United Church ,  GUELPH ,  Ontario, Canada"
"Twin Towers Apartments ,  GUELPH ,  Ontario, Canada"
"University of Guelph, University Centre ,  GUELPH ,  Ontario, Canada"
"Village By the Arboretum ,  GUELPH ,  Ontario, Canada"
"Village of Riverside Glen ,  GUELPH ,  Ontario, Canada"
"Waverley Drive Public School ,  GUELPH ,  Ontario, Canada"
"Westend Community Centre ,  GUELPH ,  Ontario, Canada"
"Westminster St. Paul's Church ,  GUELPH ,  Ontario, Canada"
"Westwood Public School ,  GUELPH ,  Ontario, Canada"
"Woodlawn Towers Two ,  GUELPH ,  Ontario, Canada"
"YMCA-YWCA of Guelph ,  GUELPH ,  Ontario, Canada"
"ƒcole _l_mentaire catholique Saint-Victor ,  ALFRED ,  Ontario, Canada"
"ƒcole _l_mentaire catholique St Guillaume ,  VARS ,  Ontario, Canada"
"ƒcole Gisele Lalonde ,  ORLEANS ,  Ontario, Canada"
"ƒcole Saint-Jean-Baptiste ,  L'ORIGNAL ,  Ontario, Canada"
"ƒcole secondaire catholique le Relais ,  ALEXANDRIA ,  Ontario, Canada"
"ƒcole secondaire catholique regionale Hawkesbury ,  HAWKESBURY ,  Ontario, Canada"
"ƒcole secondaire le Sommet ,  HAWKESBURY ,  Ontario, Canada"
"ƒcole St. Jean Bosco ,  HAWKESBURY ,  Ontario, Canada"
"ƒcole St. Viateur ,  LIMOGES ,  Ontario, Canada"
"261 McGill Manor ,  HAWKESBURY ,  Ontario, Canada"
"Academie de la Seigneurie ,  CASSELMAN ,  Ontario, Canada"
"Apple Hill Community Centre ,  APPLE HILL ,  Ontario, Canada"
"Arena Clarence-Creek ,  CLARENCE CREEK ,  Ontario, Canada"
"Auberge Plein Soleil ,  ALFRED ,  Ontario, Canada"
"Bonnie Glen Pavillon ,  ALEXANDRIA ,  Ontario, Canada"
"Carressant Care Bourget Nursing Home ,  BOURGET ,  Ontario, Canada"
"Cassburn Church Hall ,  L'ORIGNAL ,  Ontario, Canada"
"Centre Communatutaire Ronald Lalonde ,  SAINT-PASCAL-BAYLON ,  Ontario, Canada"
"Centre Communautaire Alphonse Carriere ,  HAMMOND ,  Ontario, Canada"
"Centre Communautaire Bearbrookcentennial ,  NAVAN ,  Ontario, Canada"
"Centre Communautaire Bourget ,  BOURGET ,  Ontario, Canada"
"Centre Communautaire Caledonia ,  ST BERNARDIN ,  Ontario, Canada"
"Centre Communautaire Curran ,  CURRAN ,  Ontario, Canada"
"Centre Communautaire Lefaivre ,  LEFAIVRE ,  Ontario, Canada"
"Centre Communautaire Lucien Delorme ,  WENDOVER ,  Ontario, Canada"
"Centre Communautaire St Albert ,  ST ALBERT ,  Ontario, Canada"
"Centre Communautaire Treadwell ,  PLANTAGENET ,  Ontario, Canada"
"Centre d' Accueil Mon Chez Nous ,  LEFAIVRE ,  Ontario, Canada"
"Centre d' Accueil Roger-Seguin ,  CLARENCE CREEK ,  Ontario, Canada"
"Centre d' Action Ste Anne ,  STE ANNE DE PRESCOTT ,  Ontario, Canada"
"Centre Recreatif Chute A Blondeau ,  CHUTE A BLONDEAU ,  Ontario, Canada"
"Chateau Glengarry ,  ALEXANDRIA ,  Ontario, Canada"
"Chevaliers de Colomb Embrun ,  EMBRUN ,  Ontario, Canada"
"Club d'age d'or Renaissance ,  ST ISIDORE ,  Ontario, Canada"
"Community Hall St Eugene ,  ST EUGENE ,  Ontario, Canada"
"Cumberland Lodge ,  CUMBERLAND ,  Ontario, Canada"
"Glen Robertson Community Centre ,  GLEN ROBERTSON ,  Ontario, Canada"
"Heritage Lodge ,  VANKLEEK HILL ,  Ontario, Canada"
"Hopital General Hawkesbury ,  HAWKESBURY ,  Ontario, Canada"
"Hopital Glengarry Memorial Hospital ,  NORTH GLENGARRY ,  Ontario, Canada"
"Maple Hall ,  CUMBERLAND ,  Ontario, Canada"
"Marionville Community Centre ,  MARIONVILLE ,  Ontario, Canada"
"Maxville District Sport Complex ,  MAXVILLE ,  Ontario, Canada"
"Maxville Manor ,  NORTH GLENGARRY ,  Ontario, Canada"
"McDonald Residence ,  VANKLEEK HILL ,  Ontario, Canada"
"McGill Manor ,  HAWKESBURY ,  Ontario, Canada"
"Multiservices Centre Corporation ,  SARSFIELD ,  Ontario, Canada"
"Pension du Bonheur ,  ALFRED ,  Ontario, Canada"
"Place Mont-Roc ,  HAWKESBURY ,  Ontario, Canada"
"Quads Experts ,  HAMMOND ,  Ontario, Canada"
"R_sidence Champagne ,  VARS ,  Ontario, Canada"
"R_sidence Champlain ,  L'ORIGNAL ,  Ontario, Canada"
"R_sidence Jardins Bellerive ,  ROCKLAND ,  Ontario, Canada"
"R_sidence le Pavillon ,  EMBRUN ,  Ontario, Canada"
"R_sidence Limoges ,  LIMOGES ,  Ontario, Canada"
"R_sidence Quatre Saisons ,  PLANTAGENET ,  Ontario, Canada"
"R_sidence St. Francois ,  CASSELMAN ,  Ontario, Canada"
"R_sidence St. Isidore ,  ST ISIDORE ,  Ontario, Canada"
"R_sidence St. Mathieu ,  HAMMOND ,  Ontario, Canada"
"Residence l'Erabliere ,  LIMOGES ,  Ontario, Canada"
"Residence Pine Rest ,  VARS ,  Ontario, Canada"
"Residence Prescott-Russel ,  HAWKESBURY ,  Ontario, Canada"
"Residence Simon ,  ROCKLAND ,  Ontario, Canada"
"Residence St. Pascal ,  SAINT-PASCAL-BAYLON ,  Ontario, Canada"
"Residents of the Community Nursing Home ,  ALEXANDRIA ,  Ontario, Canada"
"Rockland District High School ,  ROCKLAND ,  Ontario, Canada"
"Russell Fire Hall ,  RUSSEL ,  Ontario, Canada"
"Salle Municipale Plantagenet ,  PLANTAGENET ,  Ontario, Canada"
"Sarsfield Colonial Home ,  SARSFIELD ,  Ontario, Canada"
"St. Alexander Church ,  NORTH GLENGARRY ,  Ontario, Canada"
"St. Jacques Nursing Home ,  EMBRUN ,  Ontario, Canada"
"St. Mary's Hall ,  NAVAN ,  Ontario, Canada"
"St. Paul Parish Centre ,  DALKEITH ,  Ontario, Canada"
"St. Viateur Nursing Home ,  LIMOGES ,  Ontario, Canada"
"The Palace ,  ALEXANDRIA ,  Ontario, Canada"
"Vankleek Hill Collegiate Institue ,  VANKLEEK HILL ,  Ontario, Canada"
"Villa St Albert ,  ST ALBERT ,  Ontario, Canada"
"Villa St Luc ,  CURRAN ,  Ontario, Canada"
"2000/2010 Islington ,  TORONTO ,  Ontario, Canada"
"2645 Kipling Avenue ,  TORONTO ,  Ontario, Canada"
"30 Humberline Drive ,  TORONTO ,  Ontario, Canada"
"390 Dixon Road ,  TORONTO ,  Ontario, Canada"
"Albion Heights School ,  TORONTO ,  Ontario, Canada"
"Albion Pool and Health Club ,  TORONTO ,  Ontario, Canada"
"Antonio Mazzotta - Seniors Building ,  TORONTO ,  Ontario, Canada"
"Ascot Co-Operative Community Centre ,  TORONTO ,  Ontario, Canada"
"Beaumonde Heights School ,  TORONTO ,  Ontario, Canada"
"Braeburn Junior School ,  TORONTO ,  Ontario, Canada"
"Central Park Lodge ,  TORONTO ,  Ontario, Canada"
"Church of St. Paul ,  TORONTO ,  Ontario, Canada"
"Claireville Public School ,  TORONTO ,  Ontario, Canada"
"Don Bosco Catholic School ,  TORONTO ,  Ontario, Canada"
"Elmbank Community Centre ,  TORONTO ,  Ontario, Canada"
"Elmlea School ,  TORONTO ,  Ontario, Canada"
"Etobicoke General Hospital ,  TORONTO ,  Ontario, Canada"
"Greenholme School ,  TORONTO ,  Ontario, Canada"
"Highfield Junior School ,  TORONTO ,  Ontario, Canada"
"Highway Terrace Apartments. ,  TORONTO ,  Ontario, Canada"
"Humber Green - Humberset Fairways ,  TORONTO ,  Ontario, Canada"
"Humber Green-Grand Vista ,  TORONTO ,  Ontario, Canada"
"Humber Green-Rio Plaza ,  TORONTO ,  Ontario, Canada"
"Humberline Place ,  TORONTO ,  Ontario, Canada"
"Humberwood Apartments ,  TORONTO ,  Ontario, Canada"
"Humberwood Downs Community Centre ,  TORONTO ,  Ontario, Canada"
"John D. Parker Junior School ,  TORONTO ,  Ontario, Canada"
"Kingsview Park ,  TORONTO ,  Ontario, Canada"
"Kipling Acres for the Aged ,  TORONTO ,  Ontario, Canada"
"Mansions of the Humberwood ,  TORONTO ,  Ontario, Canada"
"Martin Grove United Church ,  TORONTO ,  Ontario, Canada"
"Melody Village School ,  TORONTO ,  Ontario, Canada"
"Mississauga Private School ,  TORONTO ,  Ontario, Canada"
"Monsignor John Corrigan School ,  TORONTO ,  Ontario, Canada"
"North Albion Collegiate ,  TORONTO ,  Ontario, Canada"
"North Kipling Community Centre ,  TORONTO ,  Ontario, Canada"
"Our Saviour Thistletown Lutheran Lodge ,  TORONTO ,  Ontario, Canada"
"Platinum on the Humber ,  TORONTO ,  Ontario, Canada"
"Platinum on the Humber III ,  TORONTO ,  Ontario, Canada"
"Rexdale Presbyterian Church ,  TORONTO ,  Ontario, Canada"
"Rivercrest School ,  TORONTO ,  Ontario, Canada"
"Robert J Smith Apartments ,  TORONTO ,  Ontario, Canada"
"Rowntree Manor ,  TORONTO ,  Ontario, Canada"
"School of Experiential Education ,  TORONTO ,  Ontario, Canada"
"Smithfield Public School ,  TORONTO ,  Ontario, Canada"
"St. Andrew Catholic School ,  TORONTO ,  Ontario, Canada"
"St. John Vianney School ,  TORONTO ,  Ontario, Canada"
"St. Maurice School ,  TORONTO ,  Ontario, Canada"
"St. Stephen Catholic School ,  TORONTO ,  Ontario, Canada"
"Thistletown Collegiate ,  TORONTO ,  Ontario, Canada"
"Thistletown Multi-Service Centre ,  TORONTO ,  Ontario, Canada"
"West Humber Junior School ,  TORONTO ,  Ontario, Canada"
"52 Mabelle Avenue ,  TORONTO ,  Ontario, Canada"
"Alderwood United Church ,  TORONTO ,  Ontario, Canada"
"Barclay Terrace ,  TORONTO ,  Ontario, Canada"
"Church of the Resurrection ,  TORONTO ,  Ontario, Canada"
"Cloverdale Mall - East Entrances, Near Pharmaplus ,  TORONTO ,  Ontario, Canada"
"Edwards Manor ,  TORONTO ,  Ontario, Canada"
"Fairfield Seniors Centre ,  TORONTO ,  Ontario, Canada"
"Garden Court Nursing Home ,  TORONTO ,  Ontario, Canada"
"Grand Harbour ,  TORONTO ,  Ontario, Canada"
"Grenadier Landing ,  TORONTO ,  Ontario, Canada"
"Griggs Manor I ,  TORONTO ,  Ontario, Canada"
"Griggs Manor II ,  TORONTO ,  Ontario, Canada"
"Hearthstone By the Bay ,  TORONTO ,  Ontario, Canada"
"Islington Manor ,  TORONTO ,  Ontario, Canada"
"Islington United Church ,  TORONTO ,  Ontario, Canada"
"Ivan Franko Ukranian Home ,  TORONTO ,  Ontario, Canada"
"James S. Bell Junior Middle School ,  TORONTO ,  Ontario, Canada"
"Jubilee Centre ,  TORONTO ,  Ontario, Canada"
"Ken Cox Community Centre ,  TORONTO ,  Ontario, Canada"
"Kingsway Retirement Residence ,  TORONTO ,  Ontario, Canada"
"Kingsway-Lambton Home for Seniors ,  TORONTO ,  Ontario, Canada"
"Kingsway-Lambton United Church ,  TORONTO ,  Ontario, Canada"
"Labdara Lithuanian Nursing Home ,  TORONTO ,  Ontario, Canada"
"Lakeshore Lions Arena ,  TORONTO ,  Ontario, Canada"
"Lakeshore Lodge ,  TORONTO ,  Ontario, Canada"
"Lambton Kingsway Junior Middle School ,  TORONTO ,  Ontario, Canada"
"Lerette Manor ,  TORONTO ,  Ontario, Canada"
"Loblaw Great Food Store #1066 ,  TORONTO ,  Ontario, Canada"
"Long Branch Public Library ,  TORONTO ,  Ontario, Canada"
"Marina Del Rey ,  TORONTO ,  Ontario, Canada"
"McCall Centre ,  TORONTO ,  Ontario, Canada"
"Memorial Pool and Health Club ,  TORONTO ,  Ontario, Canada"
"New Toronto Seniors Centre ,  TORONTO ,  Ontario, Canada"
"Newport Beach ,  TORONTO ,  Ontario, Canada"
"Norseman Junior Middle School ,  TORONTO ,  Ontario, Canada"
"Our Lady of the Miraculous Medal Church ,  TORONTO ,  Ontario, Canada"
"Ourland Community Centre ,  TORONTO ,  Ontario, Canada"
"Palace Pier ,  TORONTO ,  Ontario, Canada"
"Palace Place ,  TORONTO ,  Ontario, Canada"
"Polish Alliance Hall ,  TORONTO ,  Ontario, Canada"
"Seventh Street Junior School ,  TORONTO ,  Ontario, Canada"
"St. Leo Catholic School ,  TORONTO ,  Ontario, Canada"
"St. Louis Catholic School ,  TORONTO ,  Ontario, Canada"
"St. Mark Catholic School ,  TORONTO ,  Ontario, Canada"
"St. Matthew's Anglican Church ,  TORONTO ,  Ontario, Canada"
"Ste. Marguerite D'Youville Catholic School ,  TORONTO ,  Ontario, Canada"
"Stonegate Community Health Centre ,  TORONTO ,  Ontario, Canada"
"Storefront Humber ,  TORONTO ,  Ontario, Canada"
"Tapestry Village Gate West ,  TORONTO ,  Ontario, Canada"
"The Courtyard at Trillium Health Centre ,  TORONTO ,  Ontario, Canada"
"The Essex ,  TORONTO ,  Ontario, Canada"
"The Residences at King's Gate ,  TORONTO ,  Ontario, Canada"
"The Royal Canadian Legion - Branch 03 ,  TORONTO ,  Ontario, Canada"
"The Royal Canadian Legion - Branch 210 ,  TORONTO ,  Ontario, Canada"
"The Waterford ,  TORONTO ,  Ontario, Canada"
"Voyager at Waterview ,  TORONTO ,  Ontario, Canada"
"Woods Manor ,  TORONTO ,  Ontario, Canada"
"Bloordale United Church ,  TORONTO ,  Ontario, Canada"
"Bransfield House ,  TORONTO ,  Ontario, Canada"
"Briarcrest Public School ,  TORONTO ,  Ontario, Canada"
"Burnham Glen Apartments ,  TORONTO ,  Ontario, Canada"
"Burnham Glen Condominiums YCC56 ,  TORONTO ,  Ontario, Canada"
"Burnhamthorpe Adult Learning Centre ,  TORONTO ,  Ontario, Canada"
"Centennial Park Place ,  TORONTO ,  Ontario, Canada"
"Chestnut Place Tscc#1493 ,  TORONTO ,  Ontario, Canada"
"Dixon Grove School - Gym ,  TORONTO ,  Ontario, Canada"
"Dom Lipa Nursing Home ,  TORONTO ,  Ontario, Canada"
"Eatonville Care Centre ,  TORONTO ,  Ontario, Canada"
"Eatonville Public School ,  TORONTO ,  Ontario, Canada"
"Father Serra Catholic School- Gym ,  TORONTO ,  Ontario, Canada"
"Fontenay Court ,  TORONTO ,  Ontario, Canada"
"Humber Hill Towers ,  TORONTO ,  Ontario, Canada"
"Humber Valley Village Public School ,  TORONTO ,  Ontario, Canada"
"Humbervale Christian Outreach ,  TORONTO ,  Ontario, Canada"
"Humberview Heights - Card Room ,  TORONTO ,  Ontario, Canada"
"Huntingwood Place - B1 Library ,  TORONTO ,  Ontario, Canada"
"Huntingwood Place - B1 Library 2 ,  TORONTO ,  Ontario, Canada"
"Huntingwood Place -B1 Library 1 ,  TORONTO ,  Ontario, Canada"
"John G Althouse Public School ,  TORONTO ,  Ontario, Canada"
"Lincoln Towers ,  TORONTO ,  Ontario, Canada"
"Mill Valley Public School ,  TORONTO ,  Ontario, Canada"
"Millgate Manor Recreation Centre ,  TORONTO ,  Ontario, Canada"
"Millwood Junior Public School ,  TORONTO ,  Ontario, Canada"
"Nativity of Our Lord Church ,  TORONTO ,  Ontario, Canada"
"Parkfield Public School ,  TORONTO ,  Ontario, Canada"
"Princess Margaret School ,  TORONTO ,  Ontario, Canada"
"Richgrove Place - Front Lobby ,  TORONTO ,  Ontario, Canada"
"Richgrove Place ,  TORONTO ,  Ontario, Canada"
"Richview Gardens ,  TORONTO ,  Ontario, Canada"
"Richview Library ,  TORONTO ,  Ontario, Canada"
"Richview Residence ,  TORONTO ,  Ontario, Canada"
"Richview Terrace 1B ,  TORONTO ,  Ontario, Canada"
"Roseglen Apartments - Lower Room ,  TORONTO ,  Ontario, Canada"
"Rosethorn Public School ,  TORONTO ,  Ontario, Canada"
"Royal Gate Apartments ,  TORONTO ,  Ontario, Canada"
"Royal York Gardens Apartments ,  TORONTO ,  Ontario, Canada"
"Royal York Grande ,  TORONTO ,  Ontario, Canada"
"Scarlett Heights Retirement Residence ,  TORONTO ,  Ontario, Canada"
"Scarlett Road Manor ,  TORONTO ,  Ontario, Canada"
"Squires Apartments ,  TORONTO ,  Ontario, Canada"
"St. Demetrius Catholic School ,  TORONTO ,  Ontario, Canada"
"St. Demetrius Senior Res ,  TORONTO ,  Ontario, Canada"
"St. George's Public School ,  TORONTO ,  Ontario, Canada"
"St. Giles Kingsway Presbyterian Church ,  TORONTO ,  Ontario, Canada"
"St. Philip's Lutheran Church ,  TORONTO ,  Ontario, Canada"
"Summit Royale ,  TORONTO ,  Ontario, Canada"
"Sunset West ,  TORONTO ,  Ontario, Canada"
"Sussex House ,  TORONTO ,  Ontario, Canada"
"The Buckingham - 714 YCC202 ,  TORONTO ,  Ontario, Canada"
"The Coach House ,  TORONTO ,  Ontario, Canada"
"The Fountains of Edenbridge ,  TORONTO ,  Ontario, Canada"
"The Grange YCC26 ,  TORONTO ,  Ontario, Canada"
"The James Club ,  TORONTO ,  Ontario, Canada"
"The Masters, YCC166 - Front Lobby - 2 ,  TORONTO ,  Ontario, Canada"
"The Masters, YCC166 - Front Lobby - 4 ,  TORONTO ,  Ontario, Canada"
"The Mikado ,  TORONTO ,  Ontario, Canada"
"The Royal Rose Apartments ,  TORONTO ,  Ontario, Canada"
"The Sovereign ,  TORONTO ,  Ontario, Canada"
"The Village of Humber Heights ,  TORONTO ,  Ontario, Canada"
"The Westbury ,  TORONTO ,  Ontario, Canada"
"Tiffany Place ,  TORONTO ,  Ontario, Canada"
"Top of the Humber ,  TORONTO ,  Ontario, Canada"
"Transfiguration of Our Lord Church ,  TORONTO ,  Ontario, Canada"
"Ukrainian Canadian Care Centre ,  TORONTO ,  Ontario, Canada"
"Valleyfield Public School ,  TORONTO ,  Ontario, Canada"
"Wesburn Manor ,  TORONTO ,  Ontario, Canada"
"Westmount Junior School ,  TORONTO ,  Ontario, Canada"
"Westway Public School ,  TORONTO ,  Ontario, Canada"
"Widdicombe Place-Party Room B1 ,  TORONTO ,  Ontario, Canada"
"Willowridge Community Housing ,  TORONTO ,  Ontario, Canada"
"ƒcole Monseigneur Augustin Caron ,  LASALLE ,  Ontario, Canada"
"ƒcole Pavillon des Jeunes ,  LAKESHORE (BELLE RIVER) ,  Ontario, Canada"
"ƒcole Saint Paul ,  LAKESHORE ,  Ontario, Canada"
"ƒcole Saint-Jean-Baptiste ,  AMHERSTBURG ,  Ontario, Canada"
"ƒcole Sainte-Ursule ,  ESSEX (MCGREGOR) ,  Ontario, Canada"
"Belle River United Church Hall ,  LAKESHORE ,  Ontario, Canada"
"Bethel Maidstone United Church Hall ,  LAKESHORE ,  Ontario, Canada"
"Chartwell Classic Oak Park Lasalle ,  LASALLE ,  Ontario, Canada"
"Chez Nous Lodge ,  LAKESHORE ,  Ontario, Canada"
"Christ Anglican Church ,  ESSEX ,  Ontario, Canada"
"Comber Community Centre ,  LAKESHORE ,  Ontario, Canada"
"Cottam United Church Hall ,  KINGSVILLE ,  Ontario, Canada"
"Country Village Health Centre ,  LAKESHORE ,  Ontario, Canada"
"Essex District High School ,  ESSEX ,  Ontario, Canada"
"Essex Public School ,  ESSEX ,  Ontario, Canada"
"Gosfield North Central School ,  KINGSVILLE ,  Ontario, Canada"
"Harrow District High School ,  ESSEX ,  Ontario, Canada"
"Holy Cross Catholic School ,  LASALLE ,  Ontario, Canada"
"Holy Name Catholic Elementary School ,  ESSEX ,  Ontario, Canada"
"Iler Lodge ,  ESSEX ,  Ontario, Canada"
"Kingsville Arena Complex ,  KINGSVILLE ,  Ontario, Canada"
"Kingsville Community Church Hall ,  KINGSVILLE ,  Ontario, Canada"
"Kingsville Court Retirement Community ,  KINGSVILLE ,  Ontario, Canada"
"Kingsville Lakeside Pavillion ,  KINGSVILLE ,  Ontario, Canada"
"Kingsville Public School ,  KINGSVILLE ,  Ontario, Canada"
"Knights of Columbus Belle River 2775 ,  LAKESHORE ,  Ontario, Canada"
"Knights of Columbus Hall Branch 2844 ,  AMHERSTBURG ,  Ontario, Canada"
"Knights of Columbus Hall#8233 ,  KINGSVILLE ,  Ontario, Canada"
"La Chaumiere Retirement Residence ,  LAKESHORE ,  Ontario, Canada"
"Lakeshore St. Andrews Presbyterian Church Hall ,  LAKESHORE ,  Ontario, Canada"
"Lasalle Municipal Office ,  LASALLE ,  Ontario, Canada"
"Lasalle Public School ,  LASALLE ,  Ontario, Canada"
"Lucier Estate Community Centre ,  ESSEX ,  Ontario, Canada"
